petition_id,slug,title,created_at,signatures_total,comment_total,state,granularity,n_decision_makers
490937048,stop-mega-data-centers-in-the-rgv-protect-our-water-grid-and-public-health,"Stop Mega Data Centers in the RGV — Protect Our Water, Grid, and Public Health",2025-12-22T16:34:55+00:00,3495,41,TX,county,3
491162742,stop-the-irsc-okee-one-data-center,Stop the IRSC Okee-One Data Center,2026-03-29T04:13:02+00:00,3436,70,FL,city,3
491298130,no-ai-data-center-in-albany-ny,"NO AI Data Center in Albany, NY",2026-05-22T14:43:50+00:00,3347,38,NY,city,4
490787674,no-data-centers-in-matthews-nc,"No Data Centers in Matthews, NC!",2025-09-20T01:02:16+00:00,3094,44,NC,city,7
491307968,stop-the-construction-of-the-east-park-data-centre-in-boyd-county,Stop the construction of the East Park data centre in Boyd County,2026-05-26T20:46:06+00:00,3081,42,KY,county,7
491142276,say-no-to-data-centers-keep-jasper-and-lawrence-counties-rural,Say No to Data Centers: Keep Jasper and Lawrence Counties Rural,2026-03-19T02:14:33+00:00,3045,33,MO,city,5
490968543,say-no-to-a-i-data-centers-in-mt,SAY NO to A​.​I Data Centers in MT!!,2026-01-16T18:26:03+00:00,2922,54,,none,5
491249714,halt-the-maysville-data-center-development,Halt the Maysville data center development,2026-05-16T23:39:13+00:00,2816,18,GA,city,0
490772039,stop-the-data-center-next-to-our-historic-gardens-for-all-supporters-sign-petition-below,"Stop the Data Center Next to Our Historic Gardens- For All Supporters, Sign Petition Below",2025-09-12T21:56:55+00:00,2804,50,,none,11
491224328,stop-the-data-center-in-angleton-texas,"Stop the data center in Angleton, Texas",2026-05-06T23:45:29+00:00,2804,49,TX,county,3
491020906,tell-the-botetourt-county-board-to-say-no-to-google-we-do-not-want-a-data-center-here,~TELL THE BOTETOURT COUNTY BOARD TO SAY NO TO GOOGLE! ~WE DO NOT WANT A DATA CENTER HERE!~,2026-02-08T17:56:00+00:00,2733,48,VA,city,5
491014046,prevent-data-centers-from-establishing-in-kokomo-indiana,Prevent Data Centers from Establishing in Kokomo Indiana,2026-02-04T21:13:14+00:00,2586,46,IN,city,10
491195459,stop-the-construction-of-the-data-center-in-sharon-pennsylvania,"Stop the construction of the data center in Sharon, Pennsylvania",2026-04-17T23:14:00+00:00,2530,63,PA,city,6
490756578,say-no-to-ai-data-centers-in-decatur-county,Say NO to AI Data Centers in Decatur County!,2025-09-05T12:32:42+00:00,2515,50,IN,county,1
491237975,stop-the-impending-microsoft-data-center-development-in-tyrone-georgia,"Stop the Impending Microsoft Data Center Development in Tyrone, Georgia",2026-05-13T03:14:18+00:00,2504,10,GA,city,5
490667038,stop-the-data-center-00539472-5549-480d-8958-8ff77a1a80ce,Stop the Data Center!,2025-07-23T13:16:26+00:00,2446,31,IN,city,3
491227632,stop-industrial-data-center-development-in-tioga-county-protect-the-pa-wilds,Stop Industrial Data Center Development in Tioga County & Protect the PA Wilds,2026-05-08T16:04:21+00:00,2431,62,PA,county,0
490722539,halt-the-construction-of-columbia-county-data-centers-quarry,Halt the Construction of Columbia County Data Centers & Quarry,2025-08-23T18:16:07+00:00,2392,62,GA,county,3
491182945,end-the-construction-of-ai-data-centers-in-arkansas,End the Construction of AI Data Centers in Arkansas!,2026-04-11T00:14:02+00:00,2333,57,AR,state,2
491058845,prevent-the-microsoft-data-center-from-compromising-local-health,Prevent the Microsoft Data Center from compromising local health,2026-03-01T01:14:14+00:00,2314,48,IN,county,2
33615231,stop-dominion-energy-from-installing-above-ground-high-voltage-power-lines-for-amazon,Stop Dominion Energy from installing above-ground high voltage power lines for Amazon,2022-06-11T00:38:22+00:00,2288,0,,none,0
490919794,stop-the-planned-data-center-construction-in-marquez-texas,"Stop the planned data center construction in Marquez, Texas",2025-12-09T20:23:29+00:00,2280,29,,none,3
490846390,stop-google-s-ai-data-center-in-roanoke-va,"Stop Google's AI data center in Roanoke, VA",2025-10-22T03:29:58+00:00,2275,41,VA,city,2
491197433,oppose-large-scale-ai-data-center-development-in-the-mohawk-valley,Oppose Large-Scale AI Data Center Development in the Mohawk Valley,2026-04-19T12:31:41+00:00,2250,57,NY,city,7
491193189,implement-a-statewide-moratorium-on-data-centers-in-nevada,Implement a statewide moratorium on data centers in Nevada,2026-04-16T17:05:00+00:00,2085,36,,none,8
491203640,support-a-moratorium-on-data-center-development-in-madison-county,Support a moratorium on data center development in Madison County,2026-04-23T10:45:56+00:00,1994,32,IN,county,3
491242061,protect-miami-county-from-data-centers,Protect Miami County from Data Centers,2026-05-15T00:57:40+00:00,1957,20,IN,county,0
491268673,columbians-against-data-centers,Columbians Against Data Centers,2026-05-18T20:31:10+00:00,1950,33,PA,city,4
491221655,petition-to-the-city-of-rockford-enact-a-temporary-moratorium-on-data-centers,Petition to the City of Rockford: Enact a Temporary Moratorium on Data Centers,2026-05-05T15:19:13+00:00,1924,22,IL,city,15
490180336,halt-treetop-s-plans-to-construct-a-data-center-in-east-fishkill-new-york,Halt Treetop's Plans to Construct a Data Center in East Fishkill New York!,2024-08-19T18:05:58+00:00,1909,26,NY,city,2
490973997,deny-data-centers-in-barrington-hills,Deny Data Centers in Barrington Hills,2026-01-20T19:31:05+00:00,1906,11,IL,city,7
490956861,stop-the-construction-of-data-centers-in-lowndes-county,Stop the construction of data centers in Lowndes County,2026-01-08T14:34:59+00:00,1892,30,GA,city,16
491177537,petition-to-oppose-ai-data-center-development-in-windsor-and-weld-county,Petition to Oppose AI Data Center Development in Windsor and Weld County,2026-04-07T20:02:39+00:00,1853,29,CO,county,5
491298400,no-ai-data-center-in-southern-illinois-or-anywhere-downstate,No AI Data Center in Southern Illinois or Anywhere Downstate!,2026-05-22T16:09:30+00:00,1798,28,IL,state,8
491211102,prevent-the-construction-of-a-data-center-in-gardner-edgerton,Prevent the construction of a data center in Gardner Edgerton,2026-04-28T14:03:29+00:00,1784,26,KS,city,5
490975543,oppose-a-50-megawatt-data-center-near-lisle-homes,Oppose a 50 megawatt data center near Lisle homes,2026-01-21T19:16:03+00:00,1778,20,IL,city,6
491066030,stop-the-construction-of-data-centers-in-beloit-township-wi,"Stop the construction of data centers in Beloit Township, WI",2026-03-05T18:55:00+00:00,1766,26,WI,city,1
491057136,say-no-to-data-centers-in-brantley-county,"Say ""NO"" to Data Centers in Brantley County",2026-02-27T17:30:00+00:00,1692,28,,none,5
37852375,oppose-500kv-transmission-lines-proposed-through-western-loudoun-and-waterford-nhl,Oppose 500KV Transmission Lines Proposed Through Western Loudoun and Waterford NHL,2024-01-24T17:33:54+00:00,1691,15,,none,0
491238630,stop-the-construction-of-ai-data-center-near-turkey-creek,Stop the construction of AI data center near Turkey Creek,2026-05-13T12:48:09+00:00,1685,24,FL,city,5
490831955,stop-construction-of-project-triton-in-norton-and-barberton-residential-areas,Stop construction of Project Triton in Norton and Barberton residential areas,2025-10-14T01:10:20+00:00,1679,26,OH,city,8
490959785,allen-park-residents-only-rejection-of-ai-data-centers-in-allen-park-mi,"Allen Park Residents ONLY-Rejection of AI data centers in Allen Park, MI",2026-01-10T16:42:24+00:00,1679,30,MI,city,7
490953538,protect-brenham-stop-the-industrial-data-center-from-being-built-in-our-community,Protect Brenham: Stop the Industrial Data Center From Being Built in Our Community,2026-01-05T23:58:53+00:00,1627,32,TX,county,7
491023047,petition-with-a-mission-stop-data-center-development-on-portland-tn-franklin-ky-line,"Petition with a Mission: STOP DATA CENTER Development on PORTLAND, TN / FRANKLIN, KY LINE",2026-02-09T20:28:13+00:00,1619,33,TN,city,14
490910388,abolish-the-data-center-in-fulton-county-illinois,"Abolish the data center in Fulton County, Illinois",2025-12-03T03:55:15+00:00,1610,34,IL,state,3
490975879,halt-data-center-development-on-big-break-rd-in-oakley-ca,"Halt data center development on Big Break Rd in Oakley, CA",2026-01-22T00:03:31+00:00,1598,21,CA,city,8
491173463,stop-construction-of-data-center-in-henderson-nc,"Stop construction of data center in Henderson, NC",2026-04-05T04:11:46+00:00,1583,43,NC,county,3
491302339,no-data-centers-in-dent-county-keep-the-current-river-clean,NO Data Centers in Dent County -Keep the Current River clean!,2026-05-24T06:52:57+00:00,1574,21,MO,county,0
490883925,reject-zta-25-187-data-centers-we-want-more-transparency-and-community-involvement,Reject ZTA #25-187 Data Centers: We Want More Transparency and Community Involvement,2025-11-13T17:05:07+00:00,1553,25,MD,county,5
491227375,stop-data-center-installation-near-san-felasco,Stop Data Center Installation  near San Felasco,2026-05-08T13:38:27+00:00,1539,19,FL,state,3
491207078,keep-cass-county-clean-no-data-center,"Keep Cass County Clean ~
NO  Data Center",2026-04-25T18:30:56+00:00,1412,15,MI,county,7
491002525,demand-a-federal-one-year-moratorium-on-data-centers,Demand a Federal One-Year Moratorium on Data Centers,2026-01-30T21:33:13+00:00,1327,10,,none,3
491145589,stop-karis-critical-from-building-a-data-center-in-prairie-township,Stop Karis Critical from building a data center in Prairie Township,2026-03-19T23:22:02+00:00,1313,13,OH,city,3
490663658,stop-ai-data-centers-in-delta-pa,"Stop AI data centers in Delta, PA",2025-07-21T01:42:29+00:00,1297,20,PA,city,2
490975147,sidney-citizens-petition,Sidney Citizens Petition,2026-01-21T15:17:53+00:00,1241,22,OH,city,5
490761969,halt-ai-data-center-plans-for-sulphur-springs-tx-pending-more-review,"Halt AI Data Center Plans for Sulphur Springs, TX pending more review",2025-09-08T14:52:01+00:00,1173,14,TX,county,0
490959854,non-allen-park-mi-residents-help-keep-ai-data-centers-out-of-wayne-county-cities-listed,"Non-Allen Park, MI residents-HELP KEEP AI DATA CENTERS OUT OF WAYNE COUNTY/CITIES LISTED",2026-01-10T17:37:21+00:00,1136,15,MI,city,7
490847436,stop-ai-data-centers-in-conewago-township-york-co,"Stop AI data centers in Conewago Township, York Co",2025-10-22T16:46:47+00:00,1104,14,PA,city,2
491214173,urge-penns-grove-carneys-point-township-to-restrict-data-centers,Urge Penns Grove & Carneys point Township to restrict data centers,2026-04-30T10:52:47+00:00,1077,16,NJ,city,1
490867568,keep-kalkaska-clean-and-quit-say-no-to-ai-data-centers,Keep Kalkaska Clean and Quit. Say No To AI Data Centers.,2025-11-04T01:03:31+00:00,1072,22,MI,city,0
491190078,halt-new-data-center-approvals-in-union-sc,"Halt new data center approvals in Union, SC",2026-04-15T03:40:57+00:00,1036,15,SC,city,7
491340526,abort-the-construction-of-all-data-centers-immediately,Abort the construction of all data centers immediately,2026-06-10T23:42:39+00:00,69,1,,none,2
491377862,ai-data-centers-are-destroying-alabama,AI Data Centers Are Destroying Alabama,2026-07-03T02:02:20+00:00,724,16,AL,state,10
491322730,ai-data-centers-impact-on-the-lives-and-well-being-of-humanity-as-well-as-the-enviorment,AI Data Centers Impact On The Lives  And Well Being of Humanity as  well as the Enviorment,2026-06-03T12:16:48+00:00,37,2,,none,2
491054088,ai-data-centers-in-western-new-york-need-regulations,AI Data Centers in Western New York Need Regulations,2026-02-25T21:10:10+00:00,407,3,NY,city,7
491302186,albany-ga-datacenter-moratorium,Albany Ga. Datacenter Moratorium,2026-05-24T04:42:08+00:00,2286,37,GA,city,2
491354285,amend-loudoun-county-zoning-laws-no-more-data-centers,Amend Loudoun County Zoning Laws:  No More Data Centers,2026-06-18T15:18:51+00:00,234,2,VA,county,9
491257310,appoint-independent-environmental-specialists-for-data-centers,Appoint independent environmental specialists for data centers,2026-05-17T20:31:53+00:00,70,0,KS,county,2
491317706,bacon-county-says-no-to-data-centers,Bacon County Says NO to Data Centers,2026-05-31T22:29:06+00:00,393,2,GA,city,6
491429636,ban-ai-data-centers-across-the-united-states,Ban AI data centers across the United States,2026-07-24T04:07:47+00:00,13,1,,none,2
491361649,ban-ai-data-centers-from-montana,Ban AI Data Centers from Montana,2026-06-23T05:49:16+00:00,23211,148,,none,3
491406334,ban-ai-data-centers-from-oregon,Ban AI data centers from Oregon,2026-07-16T13:24:54+00:00,29,3,,none,0
491062855,ban-ai-data-centers-in-ashtabula-county,Ban AI data centers in Ashtabula County,2026-03-03T20:49:01+00:00,1124,32,OH,county,3
491189738,ban-ai-data-centers-in-highlands-county-florida,"Ban AI data centers in Highlands County, Florida",2026-04-14T22:21:44+00:00,272,5,FL,city,0
491340628,ban-ai-data-centers-in-michigan-0b0069fe-a341-4bb3-9a76-58fcacb7d3bf,Ban AI data centers in Michigan,2026-06-11T01:29:20+00:00,73,1,,none,3
491392649,ban-ai-data-centers-in-washington-county-fl,"Ban AI Data Centers in Washington County, FL",2026-07-10T11:22:31+00:00,960,7,FL,county,5
491061676,ban-ai-datacenters-from-brandon-mississippi,"Ban AI datacenters from Brandon, Mississippi",2026-03-03T03:44:36+00:00,881,11,MS,city,2
491308475,ban-all-ai-data-centers-in-california,Ban all AI data centers in California,2026-05-27T02:54:30+00:00,363,14,,none,0
491366024,ban-all-ai-data-centers-in-missouri,Ban all AI data centers in Missouri,2026-06-25T17:12:18+00:00,56,0,MO,state,4
491335135,ban-all-data-center-construction-in-barton-county-missouri,Ban all data center construction in Barton County Missouri,2026-06-08T21:07:31+00:00,406,2,MO,city,3
491380617,ban-all-data-centers-in-utah,Ban all data centers in Utah,2026-07-04T15:12:11+00:00,28,2,UT,state,3
491411633,ban-and-put-a-stop-to-unwanted-ai-data-centers-in-the-u-s,Ban And Put A Stop To Unwanted AI Data Centers In The U​.​S.,2026-07-18T01:39:20+00:00,16070,770,,none,17
491318125,ban-battery-energy-storage-systems-and-data-centers-in-reno-county-ks,"Ban Battery Energy Storage Systems and Data Centers in Reno County, KS",2026-06-01T05:08:47+00:00,271,5,KS,county,5
491326461,ban-construction-of-data-centers-in-pennsylvania,Ban construction of data centers in Pennsylvania,2026-06-04T19:50:04+00:00,81,2,,none,3
491195962,ban-construction-of-new-data-centers-in-montana,Ban construction of new data centers in Montana,2026-04-18T09:40:54+00:00,582,4,MT,state,3
491292551,ban-data-center-development-in-lancaster-pa,"Ban data center development in Lancaster, PA",2026-05-20T20:39:36+00:00,458,2,PA,city,7
491234536,ban-data-centers-and-ai,Ban Data Centers and Ai,2026-05-11T12:04:23+00:00,15,0,,none,1
490818932,ban-data-centers-from-beaver-county-pa-and-lawrence-county-pa,"Ban Data Centers From Beaver County, PA and Lawrence County, PA",2025-10-06T10:40:57+00:00,394,8,PA,county,1
491221770,ban-data-centers-from-crawford-county-missouri,"Ban data centers from Crawford County, Missouri",2026-05-05T16:24:42+00:00,772,8,MO,county,3
491393014,ban-data-centers-from-using-human-water-resources-in-arizona,Ban data centers from using human water resources in Arizona,2026-07-10T14:55:16+00:00,132,1,,none,2
491341083,ban-data-centers-in-arkansas-to-preserve-natural-beauty,Ban data centers in Arkansas to preserve natural beauty,2026-06-11T07:12:42+00:00,202,3,AR,state,3
491311826,ban-data-centers-in-boyd-county,Ban data centers in Boyd County,2026-05-28T15:13:44+00:00,145,1,KY,county,3
491354444,ban-data-centers-in-colorado,Ban Data Centers in Colorado,2026-06-18T16:57:11+00:00,70,3,,none,3
491363352,ban-data-centers-in-colorado-2d7fe04d-976f-46ac-b453-b1779f2e0451,Ban data centers in Colorado,2026-06-24T06:00:15+00:00,28,1,,none,3
491377841,ban-data-centers-in-dubuque-and-dubuque-county,BAN DATA CENTERS in Dubuque and Dubuque County,2026-07-03T01:44:44+00:00,82,2,IA,city,26
491302206,ban-data-centers-in-florida,Ban data centers in Florida,2026-05-24T04:55:24+00:00,169,7,,none,3
491306342,ban-data-centers-in-freestone-county,Ban Data Centers in Freestone County,2026-05-26T01:51:11+00:00,352,9,TX,county,3
491326153,ban-data-centers-in-freestone-county-texas,"Ban data centers in Freestone County, Texas",2026-06-04T17:27:36+00:00,174,0,TX,city,8
491246138,ban-data-centers-in-kentucky,Ban data centers in Kentucky,2026-05-16T01:49:08+00:00,450,10,,none,3
491337231,ban-data-centers-in-nassau-county,Ban data centers in Nassau County,2026-06-09T17:59:59+00:00,461,1,FL,county,5
491363391,ban-data-centers-in-new-mexico,Ban data centers in New Mexico,2026-06-24T06:26:58+00:00,41,0,,none,0
491264221,ban-data-centers-in-southern-maryland,Ban data centers in Southern Maryland,2026-05-18T14:26:12+00:00,67,0,MD,state,2
491174403,ban-data-centers-in-st-mary-s-county-md,"Ban data centers in St. Mary's County, MD",2026-04-05T21:58:52+00:00,779,12,,none,3
491297163,ban-data-centers-in-west-virginia-by-constitution,Ban data centers in West Virginia by constitution,2026-05-22T06:21:21+00:00,337,5,WV,state,3
491380559,ban-excessive-water-usage-by-data-centers,Ban excessive water usage by data centers,2026-07-04T14:38:26+00:00,18,1,,none,3
491309980,ban-large-data-centers-and-regulate-smaller-ones-in-milwaukee,Ban Large Data Centers and Regulate Smaller Ones in Milwaukee,2026-05-27T18:04:43+00:00,543,6,WI,state,15
490856850,ban-ndas-between-tech-companies-and-local-governments-end-secret-data-center-deals,Ban NDAs Between Tech Companies and Local Governments - End Secret Data Center Deals,2025-10-28T16:04:05+00:00,331,5,,none,3
491370619,ban-new-construction-of-hyperscale-ai-data-centers-in-baltimore-county,Ban New Construction of Hyperscale AI data centers in Baltimore County,2026-06-28T20:55:09+00:00,245,6,MD,county,7
491361254,ban-new-data-center-constructions-in-our-community,Ban new data center constructions in our community,2026-06-22T23:40:50+00:00,34,0,,none,1
491402466,ban-new-data-centers-in-colorado,Ban new data centers in Colorado,2026-07-15T02:40:34+00:00,8,0,,none,0
491197487,ban-new-data-centers-in-habersham-county,Ban new data centers in Habersham County,2026-04-19T13:19:32+00:00,429,8,GA,county,0
491314244,ban-on-data-centers-and-solar-farms-in-sellersburg-indiana,"Ban on data centers and solar farms in Sellersburg, Indiana",2026-05-29T18:56:41+00:00,245,2,IN,city,5
491303038,ban-tech-data-centers-within-a-100-miles-of-residential-areas,Ban tech/data centers within a 100 miles of residential areas,2026-05-24T16:10:37+00:00,208,3,NY,city,3
491327020,ban-the-construction-of-data-centers-in-bowling-green,Ban the construction of data centers in Bowling Green,2026-06-05T01:27:01+00:00,523,7,KY,city,5
491313533,ban-the-development-of-data-centers-and-cryptocurrency-mining-in-hancock-county-tn,Ban the development of data centers and cryptocurrency mining in Hancock County TN,2026-05-29T12:11:22+00:00,1241,9,,none,3
491313983,ban-the-establishment-of-data-centers-in-lebanon-and-laclede-county-missouri,Ban the establishment of Data Centers in Lebanon and Laclede County Missouri,2026-05-29T16:38:00+00:00,98,0,MO,county,2
491404091,ban-the-proposed-ai-data-center-and-flock-cameras-in-lakeland,Ban the proposed AI data center and  flock cameras in Lakeland.,2026-07-15T19:20:53+00:00,39,2,,none,0
491342573,ban-the-shadow-lake-data-center,Ban the Shadow Lake Data Center!,2026-06-11T23:55:02+00:00,368,3,IN,state,3
491371911,ban-underwater-ai-data-center-off-maine-s-coastal-waters,Ban Underwater AI Data Center Off Maine's Coastal Waters,2026-06-29T18:25:31+00:00,1692,28,ME,state,1
490909875,ban-utility-lobbying-and-make-data-centers-pay-their-fair-share-in-indiana,Ban Utility Lobbying and Make Data Centers Pay Their Fair Share in Indiana,2025-12-02T20:01:35+00:00,105,2,IN,state,2
491321260,block-ai-data-centers-from-operating-in-maryland,Block AI data centers from operating in Maryland,2026-06-02T17:22:21+00:00,61,1,MD,state,3
491403902,block-all-data-centers-at-munster-s-kenmara-technology-park-before-it-s-too-late,Block ALL Data Centers at Munster's Kenmara Technology Park Before It's Too Late,2026-07-15T18:22:16+00:00,1827,28,IN,city,5
491368971,block-data-centers-from-reynolds-county-mo,Block data centers from Reynolds County Mo,2026-06-27T16:19:35+00:00,65,0,MO,city,3
491417408,block-the-dc-blox-hyperscale-data-center-campus-in-valdosta-before-it-is-too-late,Block the DC Blox Hyperscale Data Center Campus in Valdosta Before It Is Too Late,2026-07-20T19:43:10+00:00,811,13,GA,state,4
490017344,block-the-development-of-northbrook-data-center-on-65-acres-of-green-space-and-preserve-it,Block the development of Northbrook data center on 65 acres of green space and preserve it,2024-04-18T14:20:14+00:00,162,2,IL,city,0
491344244,bradford-county-stop-industrial-data-center-development,Bradford County: Stop Industrial Data Center Development,2026-06-12T22:40:41+00:00,873,4,PA,county,0
491299011,bring-ai-data-centers-and-high-tech-jobs-to-eastern-kentucky,Bring AI Data Centers and High-Tech Jobs to Eastern Kentucky,2026-05-22T20:06:12+00:00,48,0,KY,city,3
491367565,bring-new-jobs-and-investment-to-perry-florida-support-the-perry-data-center-project,"Bring New Jobs and Investment to Perry, Florida: Support the Perry Data Center Project",2026-06-26T16:56:10+00:00,29,1,FL,city,1
490953485,bury-the-lies-opposition-to-data-center-in-union-city-ga,"BURY THE LIES: OPPOSITION TO DATA CENTER in Union City, GA.",2026-01-05T22:45:47+00:00,226,7,GA,city,5
491342779,call-a-special-legislative-session-about-data-centers-in-texas,Call a special legislative session about Data Centers in Texas,2026-06-12T02:35:46+00:00,388,3,TX,state,3
491178585,call-for-a-moratorium-on-data-centers-in-indianapolis,Call for a moratorium on data centers in Indianapolis,2026-04-08T13:41:27+00:00,59,0,IN,state,3
491078067,call-for-a-special-session-on-datacenters-in-texas,Call for a special session on datacenters in Texas,2026-03-10T20:59:37+00:00,980,11,TX,state,1
491239427,call-for-washington-county-data-center-moratorium,Call for Washington County data center moratorium,2026-05-13T19:45:32+00:00,346,1,TX,city,3
491424175,cancel-proposal-of-the-effingham-county-data-center,Cancel proposal of the Effingham County  data-center,2026-07-22T18:01:10+00:00,15415,243,GA,county,6
491358260,cancel-the-ai-data-center-in-irvington-indianapolis,"Cancel the AI data center in Irvington, Indianapolis",2026-06-21T02:47:50+00:00,299,9,IN,city,0
490589739,caroline-county-va-citizens-for-a-citizen-advisory-committee-on-data-centers,Caroline County VA Citizens for a Citizen Advisory Committee on Data Centers,2025-05-28T20:02:00+00:00,21,0,VA,county,1
491227543,change-zoning-for-data-centers-to-special-use,Change zoning for data centers to special use,2026-05-08T15:07:41+00:00,1199,11,VA,county,5
491237964,chase-data-centers-out-of-pennsylvania,Chase data centers out of Pennsylvania,2026-05-13T02:59:19+00:00,367,0,,none,0
491366630,citizen-petition-protection-of-the-ozark-aquifer-system-from-large-scale-data-centers,CITIZEN PETITION Protection of the Ozark Aquifer System from Large-Scale Data Centers,2026-06-26T02:33:12+00:00,87,0,,none,3
491349190,citizens-of-parke-county-indiana-and-surrounding-areas-against-data-centers,Citizens of Parke County Indiana and Surrounding Areas Against Data Centers,2026-06-15T20:09:52+00:00,186,3,IN,state,3
491379536,city-of-albuquerque-and-bernalillo-county-stop-data-center-development-in-the-heights,City of Albuquerque and Bernalillo County: Stop data center development in the Heights,2026-07-03T22:35:09+00:00,251,5,NM,city,15
491240941,close-kearney-s-noise-loophole-and-protect-taxpayers-from-data-center-costs,Close Kearney's noise loophole and protect taxpayers from data center costs,2026-05-14T15:14:04+00:00,813,5,NE,city,5
491331300,close-miami-data-center-loophole-to-protect-water-resources,Close Miami Data Center Loophole to Protect Water Resources,2026-06-06T23:40:34+00:00,241,3,FL,city,0
491331304,close-miami-data-center-loophole-to-protect-water-resources-9ddae29b-5d74-49f5-87c5-bf01779011e0,Close Miami Data Center Loophole to Protect Water Resources,2026-06-06T23:43:56+00:00,4353,57,FL,city,0
491179240,community-control-over-data-center-development,Community Control Over Data Center Development,2026-04-08T21:12:08+00:00,331,7,MD,county,5
491326251,connecticut-repeal-data-center-tax-breaks-now,Connecticut: Repeal Data Center Tax Breaks Now,2026-06-04T18:12:44+00:00,439,3,CT,state,3
491170388,constituent-petition-opposing-approval-of-the-cyrusone-data-center-proposal,Constituent Petition Opposing Approval of the CyrusOne Data Center Proposal,2026-04-02T22:52:54+00:00,1741,31,IL,county,21
491329358,convert-malibu-creek-state-park-into-a-data-center,Convert Malibu Creek State Park into a data center,2026-06-06T01:08:17+00:00,28,2,CA,city,3
491332901,create-a-dedicated-pepco-rate-class-for-data-centers,Create a dedicated Pepco rate class for data centers,2026-06-07T18:56:54+00:00,46,0,DC,city,0
490885608,create-federal-guidelines-to-protect-communities-from-data-center-harm,Create Federal Guidelines to Protect Communities from Data Center Harm,2025-11-14T18:39:12+00:00,567,5,,none,4
490591680,create-guidelines-for-data-centers-to-protect-our-county,Create Guidelines For Data Centers To Protect Our County,2025-05-30T01:01:01+00:00,49,2,VA,county,1
491372429,data-center-affecting-allegheny-river,Data Center Affecting Allegheny River,2026-06-30T03:15:25+00:00,4068,113,PA,county,3
491166615,data-center-due-diligence,Data Center Due Diligence,2026-03-31T19:48:58+00:00,84,0,GA,county,15
490784395,data-center-environmental-regulations-enforcement,Data Center Environmental Regulations Enforcement,2025-09-18T12:40:00+00:00,293,4,MD,city,3
491015712,data-center-for-mercer-county,Data Center for Mercer County!!,2026-02-05T16:55:04+00:00,21,0,KY,city,3
491008318,data-center-moratorium-in-plymouth-township,Data Center Moratorium in Plymouth Township,2026-02-02T19:48:09+00:00,619,4,PA,city,3
491217497,data-center-moratorium-this-is-not-just-a-nimby-not-in-my-backyard-issue,Data Center Moratorium!  This is not just a NIMBY (not in my backyard) issue.,2026-05-02T15:38:10+00:00,748,8,IN,city,2
490840679,data-center-moratorium-white-county-in,"Data Center Moratorium White County, IN",2025-10-18T15:12:37+00:00,480,5,IN,county,3
491216271,data-center-regulation,Data Center Regulation,2026-05-01T17:23:51+00:00,158,1,ND,city,5
491416234,data-centers-are-not-warehouses-and-they-cause-immense-harm-to-community,"Data Centers are not Warehouses, and they cause immense harm to community",2026-07-20T05:17:44+00:00,201,1,PA,city,8
491301786,date-center-stop-current-and-future-construction-of-data-centers-in-missouri,Date Center: Stop current and future construction of data centers in Missouri,2026-05-23T23:48:59+00:00,53,0,MO,state,3
491332108,de-flock-kentucky-and-stop-invasive-data-centers,De-Flock Kentucky and Stop Invasive Data Centers,2026-06-07T10:37:32+00:00,833,11,,none,8
491348536,decrease-the-use-of-data-centers-and-ai,Decrease the use of data centers and AI,2026-06-15T14:19:00+00:00,41,0,,none,0
490992775,defend-a-warm-water-fishery-from-data-center-pollution,Defend a Warm Water Fishery From Data Center Pollution,2026-01-28T02:17:49+00:00,961,9,PA,state,2
490946420,delay-data-center-construction-around-granite-city,Delay data center construction around Granite City,2025-12-30T20:49:52+00:00,812,14,,none,2
491410190,demand-a-2-year-moratorium-on-new-data-center-construction-in-georgia-and-douglas-county,Demand a 2-Year Moratorium on New Data Center Construction in Georgia and Douglas County,2026-07-17T13:48:53+00:00,143,2,GA,county,3
491361292,demand-a-community-vote-on-new-data-centers,Demand a community vote on new data centers,2026-06-23T00:14:55+00:00,35,0,FL,state,3
491391956,demand-a-data-center-moratorium-in-virginia,Demand a data center moratorium in Virginia,2026-07-10T01:53:43+00:00,942,16,VA,state,1
491159129,demand-a-halt-to-data-center-expansion-in-the-u-s,Demand a halt to data center expansion in the U​.​S.,2026-03-26T21:11:56+00:00,50,1,,none,2
491426855,demand-a-moratorium-on-data-centers-in-henderson-nv,"Demand a moratorium on data centers in Henderson, NV",2026-07-23T13:01:43+00:00,106,1,,none,0
491193951,demand-a-moratorium-on-data-centers-in-polk-county,Demand a moratorium on data centers in Polk County,2026-04-17T02:38:27+00:00,1624,47,FL,county,7
491392090,demand-a-moratorium-on-new-data-centers-in-clark-county,Demand a Moratorium on New Data Centers in Clark County,2026-07-10T03:54:09+00:00,375,7,NV,state,3
491365030,demand-a-public-forum-transparency-for-the-aligned-data-centers-project-in-conesville-oh,"Demand a Public Forum: Transparency for the Aligned Data Centers Project in Conesville, OH",2026-06-25T04:25:58+00:00,466,6,OH,county,1
491376549,demand-a-referendum-on-data-centers-in-danville,Demand a referendum on data centers in Danville,2026-07-02T11:34:55+00:00,221,6,VA,city,0
491001991,demand-a-statewide-moratorium-on-data-centers-in-indiana,Demand a Statewide Moratorium on Data Centers in Indiana,2026-01-30T18:01:08+00:00,1172,13,IN,state,5
491002623,demand-a-statewide-moratorium-on-data-centers-in-kentucky,Demand a Statewide Moratorium on Data Centers in Kentucky,2026-01-30T22:15:32+00:00,658,6,KY,state,3
